,PCA1,PCA2,PCA3,PCA4,PCA5,Credit_position
0,-1.229221343834423,1.6595478840231048,0.2668629158119331,-1.245110013173018,0.1920206083465451,0
1,-1.2684322640126198,1.6666507566712463,-0.216365414559446,-0.37784092316094703,0.27084024893340103,0
2,-1.0876071483041034,0.22479142985591677,-0.6954283864059883,1.2313968935890542,0.4154338064006234,0
3,-0.4896975632620179,-2.4269524417039734,-1.5208481497228596,1.829519375378241,-0.7339571488251663,1
4,-0.7877932172789135,-1.6442724203537198,-0.5813609425705455,-0.5399755235921919,-0.1693961564112877,1
5,2.053816352228595,-2.3545629644204245,-0.2911338525429389,-0.873975250963013,1.6397043280640495,1
6,-1.1637261553535119,-0.7234528274376019,1.4215431882088614,-0.4368957753462626,-0.40291087400825815,1
7,-1.1388884570335913,-0.7039822252814733,1.1319678666905808,0.11886043015113588,-0.19272770936195838,1
8,1.8108639395597934,-0.9073347540355791,1.5863452399235802,0.7391710734591758,-0.3696408409425814,1
9,-0.84502985488453,-1.413642022393651,0.19623000823220874,-1.0004567305166285,-0.2247899394087265,1
10,-1.1922612917322972,0.4182502043928034,0.6349884846725045,-0.2900739040341804,-0.04121763608351403,1
11,1.4608988135889343,1.9989991247269774,-0.14329098566078954,3.1114928804353483,0.0628075007194606,1
12,1.5081466831057324,0.6461128957037022,2.3362167988448075,-0.11926973266094702,-0.6489681739834254,1
13,-0.7327765162340438,-1.638985067198285,-0.2824077150105142,-1.0535817302190518,-0.11446250556759899,1
14,1.9036130381643979,-1.0138262753945453,-2.488506068436398,0.2875432118002261,-1.7058280038466098,1
15,1.786026214084778,-0.9268055135783949,1.875920663233055,0.18341471148500738,-0.5798236371150725,1
16,-0.8540617688338945,-1.4207223784382432,0.3015302138047937,-1.2025500324382652,-0.30121986016948893,1
17,-0.884346533671438,-0.6322319991120487,-0.529263649026573,1.4789124513200296,-0.9516421285886759,0
18,-1.1003297068366358,0.17697666353031333,0.39327602667925055,-0.797908529781385,-0.10285823811973652,0
19,-1.1569522773405734,-0.718142893370079,1.3425682493779976,-0.2853261299459435,-0.3455876538976664,0
20,1.446750933110053,0.6797966738706404,1.7610638944695614,1.1783285326058357,-1.0135534826715313,0
21,1.3810964842795634,-0.22240303261008798,2.815656189208359,1.4888178357902422,-1.332713302584467,0
22,-1.1682075518322184,1.8691189447391716,1.0032316517688262,-1.5526922445135096,1.7838896272460054,0
23,1.4892502901319618,1.9015703092564662,1.7574914514768116,-0.6701202104680487,-0.2628677979473104,0
24,1.6347302527649754,-1.7608045168893265,-0.8568844088159777,0.0692481263917415,0.9042505569835085,0
25,-1.2292214653023739,1.6595471800138375,0.26686337113598513,-1.2451107131121175,0.192022256573474,0
26,1.2169614091390413,2.680467152509921,-0.0909059742138799,-1.7016140049738848,-1.4847024163848666,0
27,-1.2706903580551088,1.6648799979205129,-0.19003993000645938,-0.4283649145089009,0.25173433673793905,0
28,-1.1684993672561732,0.20535031978110185,-0.10290181737241602,0.3481199033224826,-0.524766327127114,0
29,-0.70337424771446,-1.4541942363941447,0.8225110831857794,-2.068489507916451,1.2098994114377724,0
30,1.8255539560605523,-0.06910088564124668,-1.3610801772567722,0.04889017267664572,-2.486531816138739,0
31,1.6741296877539869,-0.8948690975470571,0.9491645494569365,2.0956656484181453,-0.9611271984562078,0
32,-1.172758101713796,-0.7305333713308207,1.5268435152741622,-0.6389892640304955,-0.47934035497770067,0
33,-1.2292214816538287,1.6595470852433591,0.2668634324296075,-1.2451108073346886,0.192022478450176,0
34,-0.9478945139843992,-1.3746255210905158,-0.8358261359918595,1.1138872391307997,-0.5296629460556651,0
35,1.5568120272699284,0.7365903212004595,-0.7638186565487202,-1.6638014668658245,-1.673573647617289,1
36,-0.7719874880945177,-1.631882494092548,-0.7656358516502655,-0.1863129380176072,-0.03564216369188136,0
37,1.4188298366778518,0.6957495934538972,1.1462105646203913,2.298213854201027,-0.8391955090534697,0
38,-0.8775726670461199,-0.6269221310453946,-0.6082385451708068,1.6304820311010582,-0.8943187539568095,0
39,1.850854228520772,-1.0173440442762451,-2.8137840209463096,0.8516722420881767,-1.7416529928085658,1
40,1.6656166079630106,-1.2473640185094996,-0.42218795724753194,-0.02338502712206062,2.436332135283379,1
41,-0.8323074829337774,-1.3658283374668982,-0.8924737054490175,1.0288476177069728,0.29350463688328626,1
42,1.7024693885385047,-1.7077031149561956,-1.6466351302609015,1.584946629735854,1.4774779322711575,1
43,1.287680105053595,2.1765500518112946,1.0461229404951184,1.800488376096348,-0.5634225668584821,0
