,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,Total_credit_score
0,-1.047642454595847,-1.4158153601095353,-1.2531626835359075,-0.42877347836426427,2.0517760610919584,0.2888391738783227,60
1,-0.5435969852367962,1.1525952005278535,-0.9836831944664961,0.16321103512400845,0.2127929454356795,-1.4002456564367862,60
2,-0.8350469129648229,-1.5339585616171219,-1.4028081893679185,0.008584200853648406,-1.265071245437036,-0.03467440998964649,60
3,-0.7364223867248954,1.1953285375397722,-1.2117128550436702,-0.16715151439620335,0.025162896075979525,0.12897855579698006,60
4,-0.7364223867248954,1.1953285375397722,-1.2117128550436702,-0.16715151439620335,0.025162896075979525,0.12897855579698006,60
5,-0.7364223867248954,1.1953285375397722,-1.2117128550436702,-0.16715151439620335,0.025162896075979525,0.12897855579698006,60
6,-0.8548170503235009,-1.458548694469041,-1.0251330223598227,-0.09841092072302,2.2394061116453603,-1.2403850297404508,60
7,-0.6199333086880044,-1.4818320291275657,-0.9427080528635106,0.38347032749908355,2.1635373299413168,-1.5014357949510968,60
8,-0.7364223846088678,1.1953285395556061,-1.2117128545884976,-0.16715150822421865,0.025162896983193274,0.12897856234437446,60
9,-0.8350469106101457,-1.5339585593739382,-1.402808188861411,0.008584207721721627,-1.2650712444275052,-0.034674402703824214,60
10,-0.8350469106101457,-1.5339585593739382,-1.402808188861411,0.008584207721721627,-1.2650712444275052,-0.034674402703824214,60
11,-0.8350469106101457,-1.5339585593739382,-1.402808188861411,0.008584207721721627,-1.2650712444275052,-0.034674402703824214,60
12,-0.5123305928907207,0.9362552456815252,-0.7460508622207237,0.7683943350525834,-0.8117866147653237,-1.7703628459568892,60
13,0.5158376421609989,-1.704518136656706,-1.6534775550639529,0.10138480148659605,-1.37212411331307,-0.24489835759010525,60
14,-0.871610817867726,-1.5273203038829253,-1.4422143143071093,-0.06920110467150643,-1.258790137530656,0.002867053721271773,60
15,-0.9218917232723827,1.1236679718899631,-1.3096306031865603,-0.2923821242229938,-0.4525812431776783,0.15039474474024542,60
16,-0.9116544373826361,-1.3048730422642945,-1.0998312336062075,0.0013224376885718654,-0.6724809405636655,0.48396702054215435,60
17,-0.7364223807586522,1.1953285432235146,-1.2117128537602893,-0.1671514969939908,0.025162898633912946,0.12897857425767847,60
18,-0.7364223807586522,1.1953285432235146,-1.2117128537602893,-0.1671514969939908,0.025162898633912946,0.12897857425767847,60
19,-0.5435969790319034,1.1525952064389453,-0.9836831931317801,0.16321105322230953,0.2127929480959302,-1.40024563723766,60
20,0.669174458800722,1.139527114409049,-1.6761011265106522,-0.24509718252752677,0.38279571934972334,0.011696911113533742,60
21,-0.9116544303504241,-1.3048730355650568,-1.0998312320935293,0.0013224581999796599,-0.6724809375487145,0.4839670423011643,60
22,0.906982569580201,-1.7638968466780356,-1.3824291167852432,0.835842387164496,-1.2540818710023092,-1.9976328330029152,60
23,-0.9116544286639662,-1.3048730339584524,-1.0998312317307604,0.0013224631190051801,-0.6724809368256722,0.48396704751938835,60
24,-0.7364223720081623,1.1953285515596699,-1.2117128518779974,-0.16715147147074572,0.025162902385548504,0.1289786013333695,60
25,-0.7364223720081623,1.1953285515596699,-1.2117128518779974,-0.16715147147074572,0.025162902385548504,0.1289786013333695,60
26,-0.6787856099563729,-1.5700538253057579,-1.2141846953696542,0.26116088022811756,-1.0711601711639571,-1.5263577574760083,60
27,-0.9245754731809225,-1.2465991469574655,-0.8466810685324135,0.3148220234086138,-1.1808663041213558,3.2556209095440836,60
28,-0.6130842010499997,-1.498967995178979,-1.0672330534904755,0.8039650525228478,-1.8493253880930889,2.475928732606935,60
29,-0.7364223720081623,1.1953285515596699,-1.2117128518779974,-0.16715147147074572,0.025162902385548504,0.1289786013333695,60
30,1.0056070795123977,0.9653902369432961,-1.1913337859689022,0.6601066243485963,0.036152263519021996,-1.8339799176755307,60
31,-0.7364223720081623,1.1953285515596699,-1.2117128518779974,-0.16715147147074572,0.025162902385548504,0.1289786013333695,60
32,-0.7364223720081623,1.1953285515596699,-1.2117128518779974,-0.16715147147074572,0.025162902385548504,0.1289786013333695,60
33,-0.7729864856818438,1.2019666104083555,-1.2511190217252501,-0.24493738593412306,0.03144392078472412,0.166519419067529,60
34,-0.6767706776415804,-1.328156359674556,-1.0174062602152625,0.4832037387205899,-0.7483497145052339,0.22291631135357462,60
35,-0.7181403056889726,1.1920095311686882,-1.192009764914651,-0.12825848658114047,0.022022397251369487,0.11020822180649312,60
36,0.7944997370439439,1.011442713750255,-1.439066506548158,0.29085145552446107,-0.14833722696943458,-0.28598493809253567,60
37,-0.7107842357844465,1.077615633235834,-1.0618978514125945,0.07687346759092172,-0.2680916905143879,-1.397599786124707,60
38,-1.361749387688704,1.2950350486096052,-0.6650310661988753,0.7886348408722151,0.37782776752445546,-0.20965803976591235,60
39,-1.0022341635124734,-1.6089381289091413,-1.481022846314017,-0.07775336667943823,-1.7459558813871034,-0.03202853967756708,60
40,0.7158773954836948,0.9986308771908421,-1.3328679611664551,0.06154716979922385,0.12144267062355883,-1.5166172200249957,60
41,0.7497923030242333,0.8871415412319203,-1.1943487844328264,0.403030769337483,-0.39398776679110464,-1.7204472926004075,60
42,-0.7364223401881992,1.1953285818729622,-1.2117128450332997,-0.16715137865894525,0.02516291602785984,0.12897869979042767,60
43,-0.32699525379007455,1.132630939732958,-0.9209612998594836,0.6061994621765227,0.1400646929308521,-1.6425258684423052,60
44,0.5341198075834641,-1.7078370626369386,-1.6337744467827955,0.1402780754385537,-1.3752645759582702,-0.2636684304724739,60
45,-0.40733772295451165,-1.5999751886209292,-1.0923535492087704,0.8208281353541518,-1.1533099576794341,-1.8249492423575837,60
46,-0.5618788043785119,1.15591445639249,-1.0033862282602302,0.12431877119646882,0.2159335565433328,-1.3814745120954819,60
47,-1.8840326330342436,-1.1228968533967445,-0.7478576078303346,0.77449880341767,0.8585374746566997,0.4082624235302317,60
48,-0.42561977979135246,-1.5966561591965864,-1.1120566341323967,0.7819351781224629,-1.1501694484798464,-1.806178833490504,60
49,-0.7493433847369755,1.2536024688436358,-0.9585626818417976,0.14634818153785162,-0.4832224512814663,2.9006325617166655,60
50,0.8127817204243994,1.0081236143476768,-1.4193634374255164,0.32974419850010855,-0.15147776766229804,-0.30475557424773425,60
51,0.6375496635458557,-1.4920779713826384,-1.3074818173261922,0.4982181324401768,-0.849121606969015,0.05023287124908507,60
52,0.5778979780252238,1.0314069482786827,-1.5017884070861014,-0.15213705194947813,-0.07560898628566994,-0.0437048114000578,60
53,-0.9299364410960482,-1.30155396223191,-1.119534307102611,-0.037570364593816144,-0.669340408588239,0.5027375937832927,60
54,-0.6239392167061084,-1.58001070138574,-1.1550753926858905,0.3778404016057865,-1.0805816032665414,-1.58266829487784,60
55,-0.6876966645738951,-1.4392312281830673,-0.9069974316368321,0.6494427356609632,-1.0353232930714034,-1.2661212877105457,60
56,0.4792734520239458,-1.6978801506508616,-1.6928837413590145,0.0235986639964622,-1.3658431276963683,-0.20735777644825654,60
57,-0.5198206319223204,1.1753642989948334,-1.1489909554126494,0.2758369807801724,-0.04756534641539133,-0.11330158394105791,60
58,0.8777666949954248,0.8639083296535615,-1.0564271912337106,0.6752814527891208,-0.4159713337120468,-1.8518401728845215,60
59,-0.9036098029750039,1.120348812391283,-1.2899275476335321,-0.2534895652467408,-0.455721810916424,0.131623913393929,60
60,-3.3412863061482794,-1.5050141419747782,-1.3211159949071756,-0.34366569004080283,2.9140321207440194,0.2151336305756746,60
61,0.19891426962290082,-1.5371364195936827,-1.5075276755809044,-0.14778743800361993,-1.2478565663197072,0.35146943317422197,60
62,0.04994239042923743,-1.4350573609096784,-1.8787882709733803,-1.1441723155745347,2.4978396893553874,0.5076898323521251,60
63,0.7762178233173875,1.01476187950863,-1.4587695606877564,0.2519589157138447,-0.14519665641355162,-0.2672140864148368,60
64,0.42442733013432743,-1.6879230160591223,-1.7519929856711955,-0.0930800658821729,-1.3564215792521532,-0.15104639940463244,60
65,0.7675153299143536,-1.6590296917831497,-1.1539712552079102,0.55405675451701,2.050203430719554,-1.7492006537214633,60
66,-0.5435972948450382,1.152594905579519,-0.9836832610654055,0.1632101320651904,0.21279281269599037,-1.4002466144239625,60
67,0.7890053839267741,0.985354531901272,-1.2540556728619405,0.21711830189498132,0.1088805313987343,-1.5916995947089074,60
68,-0.9030268427695562,0.7147799760813862,-1.962996225662791,-0.4524859878136618,0.07742016925480198,-1.4913262911520186,60
69,0.146890677288802,-1.2784052983762761,-1.7589277834752683,-0.25923478386090903,0.8635051966090218,0.6296157154082473,60
